# Output to cpxs.dat: Cp, Mach distribution on a x-line (Y=0) 
# Mach =   0.750000
# Alpha =   0.500000
# CL =   0.631783
# CM =  -0.142922
# Cp* =  -0.603170
VARIABLES = "X", "Cp-up", "M-up", "Cp-low", "M-low"
     0.79814    -0.20100     0.84160     0.30735     0.58272
     0.81023    -0.19173     0.83760     0.32493     0.57168
     0.82203    -0.18038     0.83267     0.34186     0.56084
     0.83354    -0.16726     0.82694     0.35807     0.55026
     0.84476    -0.15296     0.82064     0.37352     0.53998
     0.85566    -0.13778     0.81390     0.38813     0.53007
     0.86623    -0.12175     0.80673     0.40190     0.52057
     0.87648    -0.10512     0.79922     0.41484     0.51147
     0.88639    -0.08827     0.79153     0.42678     0.50293
     0.89594    -0.07107     0.78361     0.43758     0.49508
     0.90514    -0.05304     0.77522     0.44728     0.48793
     0.91398    -0.03411     0.76632     0.45579     0.48156
     0.92243    -0.01450     0.75698     0.46302     0.47608
     0.93051     0.00635     0.74693     0.46905     0.47147
     0.93820     0.02811     0.73628     0.47401     0.46764
     0.94549     0.04957     0.72563     0.47764     0.46481
     0.95237     0.07122     0.71473     0.47954     0.46333
     0.95885     0.09421     0.70297     0.47993     0.46302
     0.96491     0.11892     0.69011     0.47895     0.46379
     0.97055     0.14548     0.67600     0.47653     0.46568
     0.97577     0.17408     0.66048     0.47296     0.46845
     0.98055     0.20501     0.64327     0.46885     0.47163
     0.98490     0.23770     0.62457     0.46458     0.47489
     0.98881     0.27432     0.60293     0.46012     0.47829
     0.99228     0.31321     0.57907     0.45696     0.48068
     0.99530     0.34953     0.55585     0.45449     0.48254
     0.99788     0.38626     0.53135     0.45017     0.48577
     1.00000     0.42915     0.50122     0.44629     0.48866
     1.00318     0.39668     0.52419     0.39668     0.52419
     1.00952     0.35607     0.55157     0.35607     0.55157
     1.01902     0.31301     0.57919     0.31301     0.57919
     1.03169     0.27415     0.60303     0.27415     0.60303
     1.04751     0.24078     0.62278     0.24078     0.62278
     1.06650     0.21210     0.63926     0.21210     0.63926
     1.08865     0.18719     0.65324     0.18719     0.65324
     1.11395     0.16542     0.66522     0.16542     0.66522
     1.14242     0.14630     0.67556     0.14630     0.67556
     1.17404     0.12948     0.68453     0.12948     0.68453
     1.20882     0.11466     0.69234     0.11466     0.69234
     1.24675     0.10161     0.69914     0.10161     0.69914
     1.28783     0.09010     0.70509     0.09010     0.70509
     1.33207     0.07995     0.71029     0.07995     0.71029
     1.37945     0.07101     0.71484     0.07101     0.71484
     1.42999     0.06315     0.71882     0.06315     0.71882
     1.48366     0.05621     0.72231     0.05621     0.72231
     1.54049     0.05008     0.72538     0.05008     0.72538
     1.60045     0.04467     0.72808     0.04467     0.72808
     1.66356     0.03990     0.73045     0.03990     0.73045
     1.72980     0.03569     0.73254     0.03569     0.73254
     1.79917     0.03198     0.73438     0.03198     0.73438
     1.87168     0.02870     0.73599     0.02870     0.73599
     1.94731     0.02579     0.73743     0.02579     0.73743
     2.02608     0.02321     0.73869     0.02321     0.73869
     2.10796     0.02093     0.73981     0.02093     0.73981
     2.19296     0.01890     0.74080     0.01890     0.74080
     2.28108     0.01710     0.74168     0.01710     0.74168
     2.37232     0.01550     0.74247     0.01550     0.74247
     2.46666     0.01408     0.74316     0.01408     0.74316
     2.56411     0.01282     0.74378     0.01282     0.74378
     2.66466     0.01168     0.74433     0.01168     0.74433
     2.76831     0.01067     0.74482     0.01067     0.74482
     2.87505     0.00976     0.74526     0.00976     0.74526
     2.98488     0.00895     0.74566     0.00895     0.74566
     3.09780     0.00822     0.74602     0.00822     0.74602
     3.21380     0.00757     0.74633     0.00757     0.74633
     3.33288     0.00699     0.74661     0.00699     0.74661
     3.45503     0.00647     0.74687     0.00647     0.74687
     3.58024     0.00600     0.74709     0.00600     0.74709
     3.70852     0.00557     0.74730     0.00557     0.74730
     3.83986     0.00518     0.74749     0.00518     0.74749
     3.97425     0.00484     0.74766     0.00484     0.74766
     4.11169     0.00453     0.74780     0.00453     0.74780
     4.25217     0.00427     0.74793     0.00427     0.74793
     4.39568     0.00399     0.74807     0.00399     0.74807
     4.54223     0.00377     0.74817     0.00377     0.74817
     4.69180     0.00362     0.74825     0.00362     0.74825
     4.84439     0.00344     0.74834     0.00344     0.74834
     5.00000     0.00325     0.74843     0.00325     0.74843
